Year,MonthNo,CountryCode,ProductKey,UnitCost,Date
2013,1,US,495,180.705,"Tuesday, January 1, 2013"
2013,1,US,496,180.519,"Tuesday, January 1, 2013"
2013,1,US,497,180.705,"Tuesday, January 1, 2013"
2013,1,US,498,180.705,"Tuesday, January 1, 2013"
2013,1,US,499,180.582,"Tuesday, January 1, 2013"
2013,1,US,500,180.555,"Tuesday, January 1, 2013"
2013,1,US,501,21.864,"Tuesday, January 1, 2013"
2013,1,US,502,60.018,"Tuesday, January 1, 2013"
2013,1,US,503,60.018,"Tuesday, January 1, 2013"
2013,1,US,505,60.018,"Tuesday, January 1, 2013"
2013,1,US,506,60,"Tuesday, January 1, 2013"
2013,1,US,507,60.018,"Tuesday, January 1, 2013"
2013,1,US,509,60.018,"Tuesday, January 1, 2013"
2013,1,US,510,60.018,"Tuesday, January 1, 2013"
2013,1,US,511,65.502,"Tuesday, January 1, 2013"
2013,1,US,512,65.538,"Tuesday, January 1, 2013"
2013,1,US,513,65.538,"Tuesday, January 1, 2013"
2013,1,US,514,19.17,"Tuesday, January 1, 2013"
2013,1,US,515,4.881,"Tuesday, January 1, 2013"
2013,1,US,516,7.041,"Tuesday, January 1, 2013"
2013,1,US,517,9.477,"Tuesday, January 1, 2013"
2013,1,US,520,9.477,"Tuesday, January 1, 2013"
2013,1,US,521,4.884,"Tuesday, January 1, 2013"
2013,1,US,522,7.047,"Tuesday, January 1, 2013"
2013,1,US,523,9.477,"Tuesday, January 1, 2013"
2013,1,US,524,47.496,"Tuesday, January 1, 2013"
2013,1,US,525,47.529,"Tuesday, January 1, 2013"
2013,1,US,526,47.529,"Tuesday, January 1, 2013"
2013,1,US,527,47.529,"Tuesday, January 1, 2013"
2013,1,US,531,44.964,"Tuesday, January 1, 2013"
2013,1,US,532,44.958,"Tuesday, January 1, 2013"
2013,1,US,533,44.964,"Tuesday, January 1, 2013"
2013,1,US,534,44.964,"Tuesday, January 1, 2013"
2013,1,US,542,7.29,"Tuesday, January 1, 2013"
2013,1,US,543,11.178,"Tuesday, January 1, 2013"
2013,1,US,544,14.571,"Tuesday, January 1, 2013"
2013,1,US,545,7.29,"Tuesday, January 1, 2013"
2013,1,US,546,11.178,"Tuesday, January 1, 2013"
2013,1,US,547,14.58,"Tuesday, January 1, 2013"
2013,1,US,548,14.58,"Tuesday, January 1, 2013"
2013,1,US,549,65.538,"Tuesday, January 1, 2013"
2013,1,US,550,44.964,"Tuesday, January 1, 2013"
2013,1,US,551,47.52,"Tuesday, January 1, 2013"
2013,1,US,552,16.461,"Tuesday, January 1, 2013"
2013,1,US,553,8.298,"Tuesday, January 1, 2013"
2013,1,US,554,16.485,"Tuesday, January 1, 2013"
2013,1,US,555,19.164,"Tuesday, January 1, 2013"
2013,1,US,556,31.59,"Tuesday, January 1, 2013"
2013,1,US,557,46.17,"Tuesday, January 1, 2013"
2013,1,US,558,72.879,"Tuesday, January 1, 2013"
2013,1,US,559,3.642,"Tuesday, January 1, 2013"
2013,1,US,560,218.592,"Tuesday, January 1, 2013"
2013,1,US,561,391.398,"Tuesday, January 1, 2013"
2013,1,US,562,390.939,"Tuesday, January 1, 2013"
2013,1,US,563,379.764,"Tuesday, January 1, 2013"
2013,1,US,564,393.933,"Tuesday, January 1, 2013"
2013,1,US,565,125.052,"Tuesday, January 1, 2013"
2013,1,US,566,125.364,"Tuesday, January 1, 2013"
2013,1,US,567,125.364,"Tuesday, January 1, 2013"
2013,1,US,568,124.803,"Tuesday, January 1, 2013"
2013,1,US,569,124.857,"Tuesday, January 1, 2013"
2013,1,US,570,125.226,"Tuesday, January 1, 2013"
2013,1,US,571,122.289,"Tuesday, January 1, 2013"
2013,1,US,572,125.007,"Tuesday, January 1, 2013"
2013,1,US,573,428.406,"Tuesday, January 1, 2013"
2013,1,US,574,429.135,"Tuesday, January 1, 2013"
2013,1,US,575,429.135,"Tuesday, January 1, 2013"
2013,1,US,576,428.202,"Tuesday, January 1, 2013"
2013,1,US,577,218.634,"Tuesday, January 1, 2013"
2013,1,US,578,218.676,"Tuesday, January 1, 2013"
2013,1,US,579,218.349,"Tuesday, January 1, 2013"
2013,1,US,580,305.508,"Tuesday, January 1, 2013"
2013,1,US,581,305.97,"Tuesday, January 1, 2013"
2013,1,US,582,306.18,"Tuesday, January 1, 2013"
2013,1,US,583,304.896,"Tuesday, January 1, 2013"
2013,1,US,585,123.024,"Tuesday, January 1, 2013"
2013,1,US,586,124.845,"Tuesday, January 1, 2013"
2013,1,US,587,138.51,"Tuesday, January 1, 2013"
2013,1,US,588,138.456,"Tuesday, January 1, 2013"
2013,1,US,589,138.51,"Tuesday, January 1, 2013"
2013,1,US,590,138.465,"Tuesday, January 1, 2013"
2013,1,US,591,89.757,"Tuesday, January 1, 2013"
2013,1,US,592,87.447,"Tuesday, January 1, 2013"
2013,1,US,593,89.964,"Tuesday, January 1, 2013"
2013,1,US,594,87.987,"Tuesday, January 1, 2013"
2013,1,US,595,87.996,"Tuesday, January 1, 2013"
2013,1,US,601,9.72,"Tuesday, January 1, 2013"
2013,1,US,603,21.87,"Tuesday, January 1, 2013"
2013,1,US,605,97.035,"Tuesday, January 1, 2013"
2013,1,US,606,97.137,"Tuesday, January 1, 2013"
2013,2,US,584,97.2,"Friday, February 1, 2013"
2013,2,US,596,97.2,"Friday, February 1, 2013"
2013,2,US,597,97.2,"Friday, February 1, 2013"
2013,2,US,598,97.2,"Friday, February 1, 2013"
2013,2,US,599,97.2,"Friday, February 1, 2013"
2013,2,US,600,97.2,"Friday, February 1, 2013"
2013,2,US,604,97.2,"Friday, February 1, 2013"
2013,2,US,214,6.147,"Friday, February 1, 2013"
2013,2,US,217,6.153,"Friday, February 1, 2013"
2013,2,US,222,6.156,"Friday, February 1, 2013"
2013,2,US,225,1.605,"Friday, February 1, 2013"
2013,2,US,231,8.976,"Friday, February 1, 2013"
2013,2,US,234,8.931,"Friday, February 1, 2013"
2013,2,US,237,8.994,"Friday, February 1, 2013"
2013,2,US,240,257.67,"Friday, February 1, 2013"
2013,2,US,243,257.67,"Friday, February 1, 2013"
2013,2,US,246,257.67,"Friday, February 1, 2013"
2013,2,US,255,60.702,"Friday, February 1, 2013"
2013,2,US,258,60.702,"Friday, February 1, 2013"
2013,2,US,281,60.702,"Friday, February 1, 2013"
2013,2,US,287,60.672,"Friday, February 1, 2013"
2013,2,US,290,245.61,"Friday, February 1, 2013"
2013,2,US,295,245.61,"Friday, February 1, 2013"
2013,2,US,298,242.928,"Friday, February 1, 2013"
2013,2,US,306,242.928,"Friday, February 1, 2013"
2013,2,US,309,245.568,"Friday, February 1, 2013"
2013,2,US,353,417.219,"Friday, February 1, 2013"
2013,2,US,355,417.231,"Friday, February 1, 2013"
2013,2,US,357,417.39,"Friday, February 1, 2013"
2013,2,US,359,412.53,"Friday, February 1, 2013"
2013,2,US,361,412.593,"Friday, February 1, 2013"
2013,2,US,363,412.908,"Friday, February 1, 2013"
2013,2,US,372,439.803,"Friday, February 1, 2013"
2013,2,US,374,439.803,"Friday, February 1, 2013"
2013,2,US,376,439.734,"Friday, February 1, 2013"
2013,2,US,378,439.803,"Friday, February 1, 2013"
2013,2,US,380,439.803,"Friday, February 1, 2013"
2013,2,US,382,201.66,"Friday, February 1, 2013"
2013,2,US,384,201.657,"Friday, February 1, 2013"
2013,2,US,386,201.69,"Friday, February 1, 2013"
2013,2,US,388,201.69,"Friday, February 1, 2013"
2013,2,US,390,201.609,"Friday, February 1, 2013"
2013,2,US,398,8.01,"Friday, February 1, 2013"
2013,2,US,400,11.145,"Friday, February 1, 2013"
2013,2,US,402,21.651,"Friday, February 1, 2013"
2013,2,US,404,8.019,"Friday, February 1, 2013"
2013,2,US,408,21.651,"Friday, February 1, 2013"
2013,2,US,418,107.07,"Friday, February 1, 2013"
2013,2,US,430,107.07,"Friday, February 1, 2013"
2013,2,US,434,107.031,"Friday, February 1, 2013"
2013,2,US,436,107.07,"Friday, February 1, 2013"
2013,2,US,440,257.67,"Friday, February 1, 2013"
2013,2,US,442,257.67,"Friday, February 1, 2013"
2013,2,US,463,4.401,"Friday, February 1, 2013"
2013,2,US,465,4.386,"Friday, February 1, 2013"
2013,2,US,467,4.41,"Friday, February 1, 2013"
2013,2,US,471,11.238,"Friday, February 1, 2013"
2013,2,US,472,11.364,"Friday, February 1, 2013"
2013,2,US,473,11.43,"Friday, February 1, 2013"
2013,2,US,474,12.33,"Friday, February 1, 2013"
2013,2,US,475,12.6,"Friday, February 1, 2013"
2013,2,US,476,12.351,"Friday, February 1, 2013"
2013,2,US,477,0.894,"Friday, February 1, 2013"
2013,2,US,480,0.414,"Friday, February 1, 2013"
2013,2,US,481,1.617,"Friday, February 1, 2013"
2013,2,US,482,1.602,"Friday, February 1, 2013"
2013,2,US,483,21.441,"Friday, February 1, 2013"
2013,2,US,484,1.422,"Friday, February 1, 2013"
2013,2,US,487,9.843,"Friday, February 1, 2013"
2013,2,US,488,9.696,"Friday, February 1, 2013"
2013,2,US,490,9.663,"Friday, February 1, 2013"
2013,2,US,491,9.603,"Friday, February 1, 2013"
2013,2,US,492,180.615,"Friday, February 1, 2013"
2013,2,US,493,59.979,"Friday, February 1, 2013"
2013,2,US,494,180.705,"Friday, February 1, 2013"
2013,2,US,495,180.705,"Friday, February 1, 2013"
2013,2,US,496,180.519,"Friday, February 1, 2013"
2013,2,US,497,180.705,"Friday, February 1, 2013"
2013,2,US,498,180.705,"Friday, February 1, 2013"
2013,2,US,499,180.582,"Friday, February 1, 2013"
2013,2,US,500,180.555,"Friday, February 1, 2013"
2013,2,US,501,21.864,"Friday, February 1, 2013"
2013,2,US,502,60.018,"Friday, February 1, 2013"
2013,2,US,503,60.018,"Friday, February 1, 2013"
2013,2,US,505,60.018,"Friday, February 1, 2013"
2013,2,US,506,60,"Friday, February 1, 2013"
2013,2,US,507,60.018,"Friday, February 1, 2013"
2013,2,US,509,60.018,"Friday, February 1, 2013"
2013,2,US,510,60.018,"Friday, February 1, 2013"
2013,2,US,511,65.502,"Friday, February 1, 2013"
2013,2,US,512,65.538,"Friday, February 1, 2013"
2013,2,US,513,65.538,"Friday, February 1, 2013"
2013,2,US,514,19.17,"Friday, February 1, 2013"
2013,2,US,515,4.881,"Friday, February 1, 2013"
2013,2,US,516,7.041,"Friday, February 1, 2013"
2013,2,US,517,9.477,"Friday, February 1, 2013"
2013,2,US,518,4.884,"Friday, February 1, 2013"
2013,2,US,520,9.477,"Friday, February 1, 2013"
2013,2,US,521,4.884,"Friday, February 1, 2013"
2013,2,US,522,7.047,"Friday, February 1, 2013"
2013,2,US,523,9.477,"Friday, February 1, 2013"
2013,2,US,524,47.496,"Friday, February 1, 2013"
2013,2,US,525,47.529,"Friday, February 1, 2013"
2013,2,US,526,47.529,"Friday, February 1, 2013"
2013,2,US,527,47.529,"Friday, February 1, 2013"
2013,2,US,531,44.964,"Friday, February 1, 2013"
2013,2,US,532,44.958,"Friday, February 1, 2013"
2013,2,US,533,44.964,"Friday, February 1, 2013"
2013,2,US,542,7.29,"Friday, February 1, 2013"
2013,2,US,543,11.178,"Friday, February 1, 2013"
2013,2,US,544,14.571,"Friday, February 1, 2013"
2013,2,US,545,7.29,"Friday, February 1, 2013"
2013,2,US,546,11.178,"Friday, February 1, 2013"
2013,2,US,547,14.58,"Friday, February 1, 2013"
2013,2,US,548,14.58,"Friday, February 1, 2013"
2013,2,US,551,47.52,"Friday, February 1, 2013"
2013,2,US,552,16.461,"Friday, February 1, 2013"
2013,2,US,553,8.298,"Friday, February 1, 2013"
2013,2,US,554,16.485,"Friday, February 1, 2013"
2013,2,US,555,19.164,"Friday, February 1, 2013"
2013,2,US,556,31.59,"Friday, February 1, 2013"
2013,2,US,557,46.17,"Friday, February 1, 2013"
2013,2,US,558,72.879,"Friday, February 1, 2013"
2013,2,US,559,3.642,"Friday, February 1, 2013"
2013,2,US,560,218.592,"Friday, February 1, 2013"
2013,2,US,561,391.398,"Friday, February 1, 2013"
2013,2,US,562,390.939,"Friday, February 1, 2013"
2013,2,US,563,379.764,"Friday, February 1, 2013"
2013,2,US,564,393.933,"Friday, February 1, 2013"
2013,2,US,565,125.052,"Friday, February 1, 2013"
2013,2,US,566,125.364,"Friday, February 1, 2013"
2013,2,US,567,125.364,"Friday, February 1, 2013"
2013,2,US,568,124.803,"Friday, February 1, 2013"
2013,2,US,569,124.857,"Friday, February 1, 2013"
2013,2,US,570,125.226,"Friday, February 1, 2013"
2013,2,US,571,122.289,"Friday, February 1, 2013"
2013,2,US,572,125.007,"Friday, February 1, 2013"
2013,2,US,573,428.406,"Friday, February 1, 2013"
2013,2,US,574,429.135,"Friday, February 1, 2013"
2013,2,US,575,429.135,"Friday, February 1, 2013"
2013,2,US,576,428.202,"Friday, February 1, 2013"
2013,2,US,577,218.634,"Friday, February 1, 2013"
2013,2,US,578,218.676,"Friday, February 1, 2013"
2013,2,US,579,218.349,"Friday, February 1, 2013"
2013,2,US,580,305.508,"Friday, February 1, 2013"
2013,2,US,581,305.97,"Friday, February 1, 2013"
2013,2,US,582,306.18,"Friday, February 1, 2013"
2013,2,US,583,304.896,"Friday, February 1, 2013"
2013,2,US,585,123.024,"Friday, February 1, 2013"
2013,2,US,586,124.845,"Friday, February 1, 2013"
2013,2,US,587,138.51,"Friday, February 1, 2013"
2013,2,US,588,138.456,"Friday, February 1, 2013"
2013,2,US,589,138.51,"Friday, February 1, 2013"
2013,2,US,590,138.465,"Friday, February 1, 2013"
2013,2,US,591,89.757,"Friday, February 1, 2013"
2013,2,US,592,87.447,"Friday, February 1, 2013"
2013,2,US,593,89.964,"Friday, February 1, 2013"
2013,2,US,594,87.987,"Friday, February 1, 2013"
2013,2,US,595,87.996,"Friday, February 1, 2013"
2013,2,US,601,9.72,"Friday, February 1, 2013"
2013,2,US,603,21.87,"Friday, February 1, 2013"
2013,2,US,605,97.035,"Friday, February 1, 2013"
2013,2,US,606,97.137,"Friday, February 1, 2013"
2013,11,US,584,97.2,"Friday, November 1, 2013"
2013,11,US,596,97.2,"Friday, November 1, 2013"
2013,11,US,597,97.2,"Friday, November 1, 2013"
2013,11,US,598,97.2,"Friday, November 1, 2013"
2013,11,US,599,97.2,"Friday, November 1, 2013"
2013,11,US,600,97.2,"Friday, November 1, 2013"
2013,11,US,604,97.2,"Friday, November 1, 2013"
2013,11,US,214,6.147,"Friday, November 1, 2013"
2013,11,US,217,6.153,"Friday, November 1, 2013"
2013,11,US,222,6.156,"Friday, November 1, 2013"
2013,11,US,225,1.605,"Friday, November 1, 2013"
2013,11,US,231,8.976,"Friday, November 1, 2013"
2013,11,US,234,8.931,"Friday, November 1, 2013"
2013,11,US,237,8.994,"Friday, November 1, 2013"
2013,11,US,240,257.67,"Friday, November 1, 2013"
2013,11,US,243,257.67,"Friday, November 1, 2013"
2013,11,US,255,60.702,"Friday, November 1, 2013"
2013,11,US,287,60.672,"Friday, November 1, 2013"
2013,11,US,290,245.61,"Friday, November 1, 2013"
2013,11,US,295,245.61,"Friday, November 1, 2013"
2013,11,US,298,242.928,"Friday, November 1, 2013"
2013,11,US,306,242.928,"Friday, November 1, 2013"
2013,11,US,309,245.568,"Friday, November 1, 2013"
2013,11,US,353,417.219,"Friday, November 1, 2013"
2013,11,US,355,417.231,"Friday, November 1, 2013"
2013,11,US,357,417.39,"Friday, November 1, 2013"
2013,11,US,359,412.53,"Friday, November 1, 2013"
2013,11,US,361,412.593,"Friday, November 1, 2013"
2013,11,US,363,412.908,"Friday, November 1, 2013"
2013,11,US,372,439.803,"Friday, November 1, 2013"
2013,11,US,374,439.803,"Friday, November 1, 2013"
2013,11,US,376,439.734,"Friday, November 1, 2013"
2013,11,US,378,439.803,"Friday, November 1, 2013"
2013,11,US,380,439.803,"Friday, November 1, 2013"
2013,11,US,382,201.66,"Friday, November 1, 2013"
2013,11,US,384,201.657,"Friday, November 1, 2013"
2013,11,US,386,201.69,"Friday, November 1, 2013"
2013,11,US,388,201.69,"Friday, November 1, 2013"
2013,11,US,390,201.609,"Friday, November 1, 2013"
2013,11,US,398,8.01,"Friday, November 1, 2013"
2013,11,US,400,11.145,"Friday, November 1, 2013"
2013,11,US,402,21.651,"Friday, November 1, 2013"
2013,11,US,408,21.651,"Friday, November 1, 2013"
2013,11,US,418,107.07,"Friday, November 1, 2013"
2013,11,US,434,107.031,"Friday, November 1, 2013"
2013,11,US,436,107.07,"Friday, November 1, 2013"
2013,11,US,440,257.67,"Friday, November 1, 2013"
2013,11,US,463,4.401,"Friday, November 1, 2013"
2013,11,US,465,4.386,"Friday, November 1, 2013"
2013,11,US,467,4.41,"Friday, November 1, 2013"
2013,11,US,471,11.238,"Friday, November 1, 2013"
2013,11,US,472,11.364,"Friday, November 1, 2013"
2013,11,US,474,12.33,"Friday, November 1, 2013"
2013,11,US,475,12.6,"Friday, November 1, 2013"
2013,11,US,476,12.351,"Friday, November 1, 2013"
2013,11,US,477,0.894,"Friday, November 1, 2013"
2013,11,US,480,0.414,"Friday, November 1, 2013"
2013,11,US,481,1.617,"Friday, November 1, 2013"
2013,11,US,482,1.602,"Friday, November 1, 2013"
2013,11,US,483,21.441,"Friday, November 1, 2013"
2013,11,US,484,1.422,"Friday, November 1, 2013"
2013,11,US,487,9.843,"Friday, November 1, 2013"
2013,11,US,488,9.696,"Friday, November 1, 2013"
2013,11,US,490,9.663,"Friday, November 1, 2013"
2013,11,US,491,9.603,"Friday, November 1, 2013"
2013,11,US,492,180.615,"Friday, November 1, 2013"
2013,11,US,493,59.979,"Friday, November 1, 2013"
2013,11,US,494,180.705,"Friday, November 1, 2013"
2013,11,US,495,180.705,"Friday, November 1, 2013"
2013,11,US,496,180.519,"Friday, November 1, 2013"
2013,11,US,497,180.705,"Friday, November 1, 2013"
2013,11,US,498,180.705,"Friday, November 1, 2013"
2013,11,US,499,180.582,"Friday, November 1, 2013"
2013,11,US,500,180.555,"Friday, November 1, 2013"
2013,11,US,501,21.864,"Friday, November 1, 2013"
2013,11,US,502,60.018,"Friday, November 1, 2013"
2013,11,US,503,60.018,"Friday, November 1, 2013"
2013,11,US,506,60,"Friday, November 1, 2013"
2013,11,US,507,60.018,"Friday, November 1, 2013"
2013,11,US,511,65.502,"Friday, November 1, 2013"
2013,11,US,512,65.538,"Friday, November 1, 2013"
2013,11,US,513,65.538,"Friday, November 1, 2013"
2013,11,US,514,19.17,"Friday, November 1, 2013"
2013,11,US,515,4.881,"Friday, November 1, 2013"
2013,11,US,516,7.041,"Friday, November 1, 2013"
2013,11,US,517,9.477,"Friday, November 1, 2013"
2013,11,US,520,9.477,"Friday, November 1, 2013"
2013,11,US,523,9.477,"Friday, November 1, 2013"
2013,11,US,524,47.496,"Friday, November 1, 2013"
2013,11,US,525,47.529,"Friday, November 1, 2013"
2013,11,US,527,47.529,"Friday, November 1, 2013"
2013,11,US,531,44.964,"Friday, November 1, 2013"
2013,11,US,532,44.958,"Friday, November 1, 2013"
2013,11,US,533,44.964,"Friday, November 1, 2013"
2013,11,US,542,7.29,"Friday, November 1, 2013"
2013,11,US,543,11.178,"Friday, November 1, 2013"
2013,11,US,544,14.571,"Friday, November 1, 2013"
2013,11,US,545,7.29,"Friday, November 1, 2013"
2013,11,US,546,11.178,"Friday, November 1, 2013"
2013,11,US,547,14.58,"Friday, November 1, 2013"
2013,11,US,548,14.58,"Friday, November 1, 2013"
2013,11,US,551,47.52,"Friday, November 1, 2013"
2013,11,US,552,16.461,"Friday, November 1, 2013"
2013,11,US,554,16.485,"Friday, November 1, 2013"
2013,11,US,555,19.164,"Friday, November 1, 2013"
2013,11,US,556,31.59,"Friday, November 1, 2013"
2013,11,US,558,72.879,"Friday, November 1, 2013"
2013,11,US,559,3.642,"Friday, November 1, 2013"
2013,11,US,560,218.592,"Friday, November 1, 2013"
2013,11,US,561,391.398,"Friday, November 1, 2013"
2013,11,US,562,390.939,"Friday, November 1, 2013"
2013,11,US,563,379.764,"Friday, November 1, 2013"
2013,11,US,564,393.933,"Friday, November 1, 2013"
2013,11,US,565,125.052,"Friday, November 1, 2013"
2013,11,US,566,125.364,"Friday, November 1, 2013"
2013,11,US,567,125.364,"Friday, November 1, 2013"
2013,11,US,568,124.803,"Friday, November 1, 2013"
2013,11,US,569,124.857,"Friday, November 1, 2013"
2013,11,US,570,125.226,"Friday, November 1, 2013"
2013,11,US,571,122.289,"Friday, November 1, 2013"
2013,11,US,572,125.007,"Friday, November 1, 2013"
2013,11,US,573,428.406,"Friday, November 1, 2013"
2013,11,US,574,429.135,"Friday, November 1, 2013"
2013,11,US,575,429.135,"Friday, November 1, 2013"
2013,11,US,576,428.202,"Friday, November 1, 2013"
2013,11,US,577,218.634,"Friday, November 1, 2013"
2013,11,US,578,218.676,"Friday, November 1, 2013"
2013,11,US,579,218.349,"Friday, November 1, 2013"
2013,11,US,580,305.508,"Friday, November 1, 2013"
2013,11,US,581,305.97,"Friday, November 1, 2013"
2013,11,US,582,306.18,"Friday, November 1, 2013"
2013,11,US,583,304.896,"Friday, November 1, 2013"
2013,11,US,585,123.024,"Friday, November 1, 2013"
2013,11,US,586,124.845,"Friday, November 1, 2013"
2013,11,US,587,138.51,"Friday, November 1, 2013"
2013,11,US,588,138.456,"Friday, November 1, 2013"
2013,11,US,589,138.51,"Friday, November 1, 2013"
2013,11,US,590,138.465,"Friday, November 1, 2013"
2013,11,US,591,89.757,"Friday, November 1, 2013"
2013,11,US,592,87.447,"Friday, November 1, 2013"
2013,11,US,593,89.964,"Friday, November 1, 2013"
2013,11,US,594,87.987,"Friday, November 1, 2013"
2013,11,US,595,87.996,"Friday, November 1, 2013"
2013,11,US,601,9.72,"Friday, November 1, 2013"
2013,11,US,603,21.87,"Friday, November 1, 2013"
2013,11,US,605,97.035,"Friday, November 1, 2013"
2013,11,US,606,97.137,"Friday, November 1, 2013"
2013,5,US,584,97.2,"Wednesday, May 1, 2013"
2013,5,US,596,97.2,"Wednesday, May 1, 2013"
2013,5,US,597,97.2,"Wednesday, May 1, 2013"
2013,5,US,598,97.2,"Wednesday, May 1, 2013"
2013,5,US,599,97.2,"Wednesday, May 1, 2013"
2013,5,US,600,97.2,"Wednesday, May 1, 2013"
2013,5,US,604,97.2,"Wednesday, May 1, 2013"
2013,5,US,214,6.147,"Wednesday, May 1, 2013"
2013,5,US,217,6.153,"Wednesday, May 1, 2013"
2013,5,US,222,6.156,"Wednesday, May 1, 2013"
2013,5,US,225,1.605,"Wednesday, May 1, 2013"
2013,5,US,231,8.976,"Wednesday, May 1, 2013"
2013,5,US,234,8.931,"Wednesday, May 1, 2013"
2013,5,US,237,8.994,"Wednesday, May 1, 2013"
2013,5,US,240,257.67,"Wednesday, May 1, 2013"
2013,5,US,243,257.67,"Wednesday, May 1, 2013"
2013,5,US,255,60.702,"Wednesday, May 1, 2013"
2013,5,US,281,60.702,"Wednesday, May 1, 2013"
2013,5,US,287,60.672,"Wednesday, May 1, 2013"
2013,5,US,290,245.61,"Wednesday, May 1, 2013"
2013,5,US,295,245.61,"Wednesday, May 1, 2013"
2013,5,US,298,242.928,"Wednesday, May 1, 2013"
2013,5,US,306,242.928,"Wednesday, May 1, 2013"
2013,5,US,309,245.568,"Wednesday, May 1, 2013"
2013,5,US,353,417.219,"Wednesday, May 1, 2013"
2013,5,US,355,417.231,"Wednesday, May 1, 2013"
2013,5,US,357,417.39,"Wednesday, May 1, 2013"
